WASTE CODE GROUP,2021,2023,delta,pct_change,share_2021,share_2023
U044,195.0102539,149.1616008,-45.84865310000001,-23.51089349563685,0.0002373592372427965,0.00021573793778535292
D038,315.4355294,145.7030613,-169.7324681,-53.808925209805494,0.0003839364092928947,0.000210735724243279
F011,39950.1489971,145.5652357,-39804.5837614,-99.63563280900263,0.048625837380583646,0.00021053638198254593
U279,213.8849492,143.8736229,-70.01132630000001,-32.73317106316521,0.00026033281524703595,0.00020808973985048253
K045,158.805,135.679,-23.126000000000005,-14.562513774755207,0.00019329154706742473,0.0001962375537925904
P069,3900.7305,132.7375,-3767.993,-96.59711174612036,0.00474782426899713,0.00019198315359446913
D020,51.454,107.957,56.50299999999999,109.81264819061684,6.262789750201361e-05,0.0001561422003020857
P106,701.8528087,106.6548684,-595.1979403,-84.80381255472207,0.0008542691678929522,0.00015425887922881692
U072,46.5531,102.72975,56.176649999999995,120.67220013275161,5.6662704069673684e-05,0.00014858183537411364
D029,90480.17288310001,94.8670934,-90385.30578970001,-99.89515151178749,0.11012910547843237,0.00013720978444880342
P120,83.7001369,93.2268873,9.526750399999997,11.382000977348458,0.00010187669752939923,0.00013483749372747084
U051,161.17075010000002,91.8952227,-69.27552740000002,-42.982692180198526,0.00019617105021155695,0.00013291145798445837
U007,47.86447,91.079958,43.21548800000001,90.28719632746379,5.825885492183708e-05,0.0001317323105082723
U165,65.5241267,85.445482,19.921355300000002,30.403084029199285,7.975353307569e-05,0.0001235829595612351
P042,135.2373337,82.4722422,-52.7650915,-39.01666060427513,0.00016460585908596438,0.00011928265291694401
U201,15.8084049,77.90565,62.097245099999995,392.81158024994664,1.9241403229049825e-05,0.00011267782178982542
U088,4.1996463,77.1403022,72.9406559,1736.8285491090046,5.111653477302265e-06,0.00011157087097155183
U107,0.211,71.9981102,71.7871102,34022.32710900474,2.5682136224442947e-07,0.0001041335285735991
P044,11.7625,69.7835,58.021,493.2709883103082,1.431687807298626e-05,0.00010093045596654777
F010,73.74297080000001,69.5962432,-4.1467276000000055,-5.623217447051923,8.97572048189914e-05,0.00010065961953376871
K095,12.4495,69.1495,56.7,455.4399775091369,1.5153068953848457e-05,0.00010001347832738105
U113,44.9562519,67.4691968,22.512944900000008,50.07745074050537,5.471907987849156e-05,9.758319368791686e-05
K094,102.4175,64.4015,-38.016000000000005,-37.11865647960554,0.00012465877662402302,9.314627039242265e-05
P105,15.3918248,62.967736200000004,47.5759114,309.09857679772966,1.873435740551466e-05,9.10725648018127e-05
U084,103.5125,61.2918511,-42.2206489,-40.78797140441976,0.0001259915699494147,8.864867022371696e-05
K106,78.64,60.7425,-17.8975,-22.758774160732454,9.571768685735512e-05,8.785412341811499e-05
U161,117.5253462,58.2459963,-59.2793499,-50.43963010253187,0.00014304748582621887,8.424333782032793e-05
P030,16.6217617,56.0459258,39.4241641,237.18402905511513,2.0231390913252526e-05,8.106129451892357e-05
P194,7.966,54.382876599999996,46.416876599999995,582.6873788601556,9.69591929686789e-06,7.865596497754484e-05
U372,32.936,53.246,20.310000000000002,61.66504736458587,4.008847576721577e-05,7.701165832030212e-05
U219,11.277445,52.9619145,41.6844695,369.62689243884586,1.3726487144723362e-05,7.66007749589275e-05
U146,0.055,49.308676299999995,49.253676299999995,89552.13872727272,6.694395698314511e-08,7.131696148897529e-05
K147,671.275,47.8,-623.475,-92.87922237533054,0.0008170509949792861,6.913490718007815e-05
D032,313.663,47.607,-266.05600000000004,-84.82224553103173,0.0003817789523491681,6.88557641448113e-05
U133,35.8651898,47.1422414,11.2770516,31.442888390904315,4.365377678479155e-05,6.818356659936898e-05
P102,7.398,45.1761743,37.7781743,510.65388348202225,9.004570795660138e-06,6.533997106655924e-05
U058,19.602,43.3723976,23.7703976,121.26516477910417,2.385882626879292e-05,6.273110213919339e-05
U189,16.9814633,40.899499999999996,23.918036699999995,140.8479132655193,2.0669206339382864e-05,5.915445891656079e-05
U144,8.273591,35.5575912,27.284000199999998,329.77216543578237,1.0070307636366119e-05,5.142825872717915e-05
P012,10.9253261,34.6730584,23.747732300000003,217.36405927508198,1.3297901099367866e-05,5.014892623710103e-05
U115,23.0525467,33.77493,10.722383299999997,46.512792879408835,2.805870353884989e-05,4.8849929928109546e-05
U211,6.0130357000000005,31.869761,25.8567253,430.01117222703334,7.318843695253017e-06,4.609441356875051e-05
U238,0.04,30.7575,30.7175,76793.75,4.868651416956009e-08,4.448570936383376e-05
U160,38.6743313,30.4494147,-8.2249166,-21.26712039620967,4.707295947089278e-05,4.4040114204439476e-05
U117,46.7991587,28.381500600000003,-18.417658099999997,-39.354677758341836,5.696219757927603e-05,4.104921359021616e-05
F020,246.706,26.127,-220.57899999999998,-89.40966170259337,0.0003002813791178872,3.778844602288497e-05
D026,153.10814200000002,25.782290500000002,-127.32585150000001,-83.16073190934549,0.00018635754312395044,3.7289879929023236e-05
P070,29.6045,25.610000000000003,-3.9944999999999986,-13.49288114982519,3.603349771831854e-05,3.704068980924271e-05
U181,0.0,25.5438849,25.5438849,,0.0,3.6945065095817984e-05
P015,25.5843521,24.626732399999998,-0.9576197000000022,-3.7429898410442926,3.114032302589161e-05,3.561855352766994e-05
U057,32.1641876,24.568872000000002,-7.595315599999996,-23.614200036564878,3.914905438349471e-05,3.553486789203391e-05
U135,369.81623510000003,24.2321743,-345.58406080000003,-93.44750933029007,0.00045012658425823784,3.5047889560710776e-05
U114,11.3985,23.3275,11.929,104.65412115629249,1.3873830794043265e-05,3.373942567454546e-05
U041,8.7764922,22.6760905,13.899598300000001,158.37304908674108,1.0682420296358338e-05,3.2797268031894386e-05
U062,25.999000000000002,22.489500000000003,-3.509499999999999,-13.49859609984999,3.164501704735982e-05,3.2527395293438657e-05
U404,37.5511139,22.2394102,-15.311703699999999,-40.775631159106574,4.5705820974377866e-05,3.216568116980508e-05
K027,500.792,21.82,-478.972,-95.64290164379624,0.0006095454201000583,3.155907269182647e-05
K085,19.297,21.67,2.373000000000001,12.297248276934244,2.3487591598250023e-05,3.134212214628229e-05
P098,6.8355685,20.9728614,14.137292899999998,206.81956299611363,8.320000065806213e-06,3.0333824815682923e-05
K161,517.2195,20.4895,-496.73,-96.03852909644745,0.0006295403628880696,2.9634721352849603e-05
P066,5.0331505,17.4855738,12.452423300000001,247.40812538786594,6.12616382839446e-06,2.529003183375327e-05
U196,7.125257599999999,17.4384615,10.3132039,144.74148836387332,8.672598877604142e-06,2.522189157250766e-05
K031,116.9,17.03,-99.87,-85.43199315654405,0.00014228633766053935,2.4631118604115707e-05
U236,5.8514268000000005,16.519113,10.6676862,182.30914552327647,7.122139345258591e-06,2.389220384837285e-05
P078,5.536118,16.4386161,10.9024981,196.93399056884266,6.738357186283916e-06,2.377577820590875e-05
F027,306.8807767,16.1099246,-290.7708521,-94.7504288886271,0.0003735238820792539,2.3300379537637186e-05
U010,27.924306,15.9934241,-11.930881900000001,-42.725795584678096,3.398842799360329e-05,2.313188055742939e-05
U226,256.3791819,15.4293804,-240.94980149999998,-93.98181229628145,0.00031205521680886426,2.2316083301257678e-05
U249,18.992025,14.197525,-4.794500000000001,-25.244806701760346,2.3116387356778486e-05,2.053440529418073e-05
U129,3.3105128,13.546700000000001,10.236187200000002,309.2024655515605,4.029433208642751e-06,1.95930930354888e-05
P028,8.965,12.464345,3.499345,39.033407696597884,1.0911864988252653e-05,1.802764298400567e-05
P115,1.4536854,12.2036113,10.749925900000001,739.4946595735227,1.7693718706295653e-06,1.7650534194293992e-05
U055,1.9295,12.1520435,10.2225435,529.8027209121534,2.3485157272541544e-06,1.7575949778677236e-05
P068,8.154561300000001,11.5533102,3.3987488999999993,41.679113994765096,9.925429106974909e-06,1.6709979671540796e-05
D023,25.558323,11.48675,-14.071573,-55.05671479306369,3.110864137224234e-05,1.66137111935306e-05
U037,127.07121559999999,11.4757506,-115.59546499999999,-90.96904004119718,0.0001546663634713156,1.659780235465954e-05
U001,506.6351745,11.3347551,-495.3004194,-97.76273822456439,0.0006166575150522949,1.639387535036438e-05
K087,136.136,11.3195,-124.81649999999999,-91.6851530822119,0.00016569968232468078,1.637181133524884e-05
P198,4.795,10.2635,5.468500000000001,114.04588112617311,5.836295886076015e-06,1.4844479494617826e-05
K144,0.0,10.185,10.185,,0.0,1.4730942042449705e-05
U138,3.3418503999999998,10.1385559,6.7967055,203.3815008595238,4.06757617130375e-06,1.4663768223567649e-05
K015,8.8585,10.0835,1.2250000000000014,13.828526274199938,1.0782237144276199e-05,1.4584138839964812e-05
U025,0.0125,10.059,10.0465,80371.99999999999,1.5214535677987526e-08,1.4548703584192595e-05
P020,90.38876379999999,9.9425065,-80.44625729999998,-89.00028490045572,0.00011001784573794299,1.4380214728343589e-05
U145,18.2915,9.661000000000001,-8.630499999999998,-47.183117841620415,2.2263734348312706e-05,1.3973061470015377e-05
P088,0.0015,9.5365,9.535,635666.6666666667,1.8257442813585033e-09,1.379299251721371e-05
U056,18.5513637,9.522660499999999,-9.0287032,-48.66867657820757,2.2580030791117815e-05,1.3772975936713314e-05
P087,7.6254954,9.48504,1.8595445999999995,24.385885800940873,9.281469746050382e-06,1.371856401672235e-05
K006,79.915,9.479,-70.436,-88.13864731276982,9.726956949650987e-05,1.3709828141421772e-05
U221,44.1952995,9.4312657,-34.76403379999999,-78.66002537215523,5.3792876883367536e-05,1.3640788258580643e-05
U197,1.2145,9.300621900000001,8.086121900000002,665.7984273363527,1.478244286473268e-06,1.345183330070088e-05
U079,2.8582527,9.063968599999999,6.2057158999999995,217.11571898453906,3.4789590144683345e-06,1.3109552883768677e-05
U244,33.985,9.0015633,-24.9834367,-73.51312843901721,4.136527960131249e-05,1.3019293791236358e-05
U102,0.0595,8.561,8.5015,14288.235294117647,7.242118982722063e-08,1.2382090802691402e-05
U096,4.72623,7.857014700000001,3.1307847000000004,66.24274950647768,5.752591596589999e-06,1.1363890836757524e-05
U131,18.468075,7.470902,-10.997173,-59.54693707925705,2.2478654879299955e-05,1.0805441764047283e-05
U069,4.9264984,6.9463641,2.0198657000000004,41.00002752462074,5.9963508539478775e-06,1.0046783206956634e-05
D031,190.01749999999998,6.9242338000000005,-183.0932662,-96.35600205244253,0.00023128224265535956,1.0014775335902924e-05
U182,21.01,6.787,-14.223000000000003,-67.69633507853405,2.5572591567561438e-05,9.81628901738892e-06
P089,0.20350000000000001,6.7502014,6.5467014,3217.052285012285,2.4769264083763693e-07,9.763065841753839e-06
D027,1.8129312,6.594499999999999,4.781568799999999,263.7479458679953,2.2066325139309395e-06,9.537869150607224e-06
D030,9551.516521399999,6.2139999999999995,-9545.302521399999,-99.93494226821387,0.011625751111498208,8.987537933410158e-06
U035,11.577,6.1225,-5.4545,-47.11496933575193,1.4091094363524926e-05,8.85519810062821e-06
U141,0.0,5.711194,5.711194,,0.0,8.260311026724252e-06
P005,1.4635014999999998,5.4739371000000006,4.010435600000001,274.03016669268885,1.7813196629230607e-06,7.917157600796782e-06
U034,23.8339295,5.0700196,-18.7639099,-78.72772259396001,2.9009773657951155e-05,7.3329567875978435e-06
U059,1.138,4.8,3.662,321.792618629174,1.3851313281239843e-06,6.942417457413704e-06
P008,1.1450168,4.7565,3.6114832,315.4087520811922,1.3936719164396087e-06,6.879501799205894e-06
U359,55.5628855,4.5746266,-50.9882589,-91.76675840566271,6.762908030493486e-05,6.61645157687273e-06
PEST,514.3187207,4.563,-509.7557207,-99.11280693928667,0.0006260096420757642,6.599635595453903e-06
P121,0.0515,4.469936,4.418436,8579.487378640777,6.26838869933086e-08,6.465033691650413e-06
U092,4.8069645,4.4503001,-0.35666440000000055,-7.419742750336527,5.850858631045558e-06,6.436633563535407e-06
P072,0.18,4.45,4.2700000000000005,2372.2222222222226,2.1908931376302036e-07,6.4361995178106225e-06
U204,4.2110651,4.2618111,0.05074600000000018,1.205063298593987,5.125552016502248e-06,6.164014954341564e-06
K174,3.6495,4.1235,0.47399999999999975,12.988080558980675,4.4420358365452385e-06,5.963970497009461e-06
U081,2.489,3.8729999999999998,1.384,55.6046605062274,3.029518344200876e-06,5.601663085950683e-06
U119,0.1325,3.8335502000000004,3.7010502000000005,2793.2454339622645,1.6127407818666778e-07,5.544605381739959e-06
P063,16.134999999999998,3.7580093999999997,-12.3769906,-76.70895940502015,1.9638922653146295e-05,5.435347929934334e-06
P003,4.0567199,3.7357340000000003,-0.3209858999999997,-7.912449168600467,4.937688772332159e-06,5.403130195386236e-06
U158,1.9599999999999997,3.6160110000000003,1.6560110000000006,84.49035714285719,2.385639194308444e-06,5.229970394291665e-06
U070,2.2285405000000003,3.4550047,1.2264641999999997,55.03441377888352,2.712496715767213e-06,4.997101030151333e-06
P077,1.3885093,3.183,1.7944906999999999,129.2386518405026,1.6900419427253986e-06,4.603690576447463e-06
